Year,County,AEA,District,District Name,Diploma Count,Private 4-Year,Public 4-Year,Community College,Private 2-Year,Other Training,Employment,Homemaker,Military,Unknown
2008-2009,97,12,3555,Lawton-Bronson,38,12,5,0,8,0,0,0,2,11
2008-2009,75,12,3600,Le Mars,156,14,51,1,52,8,27,0,3,0
2008-2009,87,14,3609,Lenox,28,5,4,3,12,0,4,0,0,0
2008-2009,78,13,3645,Lewis Central,184,19,53,0,60,7,18,3,5,19
2008-2009,16,10,3691,North Cedar,79,0,26,0,27,2,9,0,8,7
2008-2009,93,15,3705,Lineville-Clio,9,2,1,1,3,0,2,0,0,0
2008-2009,57,10,3715,Linn-Mar,370,63,149,0,110,4,9,0,6,29
2008-2009,57,10,3744,Lisbon,46,3,10,1,23,0,4,0,2,3
2008-2009,43,13,3798,Logan-Magnolia,60,7,19,3,25,0,3,0,3,0
2008-2009,52,10,3816,Lone Tree,43,3,10,0,25,0,1,0,0,4
2008-2009,58,9,3841,Louisa-Muscatine,75,2,21,0,35,0,8,0,3,6
2008-2009,55,8,3897,LuVerne,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2008-2009,50,11,3906,Lynnville-Sully,36,10,0,1,19,3,1,0,0,2
2008-2009,08,11,3942,Madrid,31,5,6,0,13,2,3,0,2,0
2008-2009,65,13,3978,Malvern,31,4,2,0,11,1,7,0,3,3
2008-2009,14,11,4014,Manning,64,17,10,1,29,3,2,0,2,0
2008-2009,13,8,4023,Manson Northwest Webster,67,7,13,0,42,0,2,0,2,1
2008-2009,67,12,4033,Maple Valley,76,12,19,0,36,2,3,0,3,1
2008-2009,49,9,4041,Maquoketa,120,11,26,0,49,3,9,0,4,18
2008-2009,28,1,4043,Maquoketa Valley,64,11,20,3,27,0,1,0,2,0
2008-2009,18,12,4068,Marcus-Meriden-Cleghorn,34,2,12,0,17,1,0,0,2,0
2008-2009,57,10,4086,Marion Independent,168,23,36,0,93,3,11,1,0,1
2008-2009,64,267,4104,Marshalltown,292,23,50,0,135,8,17,0,10,49
2008-2009,91,11,4122,Martensdale-St Marys,31,3,5,0,19,2,0,0,0,2
2008-2009,17,267,4131,Mason City,254,25,45,1,127,7,36,0,4,9
2008-2009,84,12,4149,MOC-Floyd Valley,97,46,10,3,28,1,6,0,2,1
2008-2009,29,15,4203,Mediapolis,82,2,22,0,36,0,12,0,5,5
2008-2009,63,11,4212,Melcher-Dallas,31,5,2,0,17,1,2,1,0,3
2008-2009,53,10,4269,Midland,34,6,5,0,20,1,1,0,0,1
2008-2009,92,10,4271,Mid-Prairie,77,1,34,0,28,0,2,0,1,11
2008-2009,43,13,4356,Missouri Valley,74,13,14,0,29,2,11,1,4,0
2008-2009,22,1,4419,MFL MarMac,92,11,11,0,49,8,9,0,3,1
2008-2009,79,267,4437,Montezuma,46,12,5,0,24,1,4,0,0,0
2008-2009,53,10,4446,Monticello,92,28,10,1,38,1,4,0,2,8
2008-2009,04,15,4491,Moravia,21,2,5,0,11,0,3,0,0,0
2008-2009,93,14,4505,Mormon Trail,20,0,2,1,5,0,9,0,2,1
2008-2009,58,15,4509,Morning Sun,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2008-2009,04,15,4518,Moulton-Udell,23,1,1,0,10,4,6,1,0,0
2008-2009,80,14,4527,Mount Ayr,52,7,6,0,26,2,9,0,2,0
2008-2009,44,15,4536,Mount Pleasant,155,35,25,1,76,5,5,0,6,2
2008-2009,57,10,4554,Mount Vernon,116,30,35,0,41,0,2,2,1,5
2008-2009,20,14,4572,Murray,19,1,6,0,4,2,5,0,1,0
2008-2009,70,9,4581,Muscatine,363,42,96,1,123,18,43,0,8,32
2008-2009,19,267,4599,Nashua-Plainfield,49,1,11,0,33,1,3,0,0,0
2008-2009,85,11,4617,Nevada,112,11,35,0,49,2,10,0,1,4
2008-2009,11,8,4644,Newell-Fonda,32,10,2,0,13,0,0,0,1,6
2008-2009,19,1,4662,New Hampton,114,17,23,4,41,1,15,0,1,12
2008-2009,44,15,4689,New London,38,8,7,0,10,0,0,0,0,13
2008-2009,50,11,4725,Newton,244,26,45,1,108,17,31,3,6,7
2008-2009,65,13,4751,Nishna Valley,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2008-2009,34,267,4761,Nora Springs-Rock Falls,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2008-2009,98,267,4772,North Central,79,6,11,0,52,2,2,0,6,0
2008-2009,23,9,4773,Northeast,57,7,15,1,20,4,7,0,3,0
2008-2009,33,1,4774,North Fayette,78,11,11,0,42,6,6,0,1,1
2008-2009,40,8,4775,Northeast Hamilton,20,4,3,0,12,1,0,0,0,0
2008-2009,62,15,4776,North Mahaska,37,8,3,0,19,3,3,0,1,0
2008-2009,57,10,4777,North Linn,62,11,8,0,35,4,4,0,0,0
2008-2009,55,8,4778,North Kossuth,36,8,3,0,17,1,4,0,1,2
2008-2009,77,11,4779,North Polk,52,7,14,0,23,1,3,0,3,1
2008-2009,82,9,4784,North Scott,207,46,35,6,89,1,16,0,7,7
2008-2009,86,267,4785,North Tama County,30,4,6,0,14,0,4,0,2,0
2008-2009,96,1,4787,North Winneshiek,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2008-2009,98,267,4788,Northwood-Kensett,42,2,12,0,24,0,3,0,0,1
2008-2009,91,11,4797,Norwalk,195,32,48,0,85,5,15,0,2,8
2008-2009,81,8,4860,Odebolt-Arthur,36,9,5,2,17,0,2,0,0,1
2008-2009,33,1,4869,Oelwein,123,10,20,0,63,3,11,0,3,13
2008-2009,08,11,4878,Ogden,61,6,20,0,26,3,3,0,2,1
2008-2009,30,8,4890,Okoboji,76,18,21,2,24,1,5,0,2,3
2008-2009,53,10,4905,Olin Consolidated,15,0,3,0,9,2,0,0,0,1
2008-2009,01,14,4978,Orient-Macksburg,29,1,5,2,13,0,5,0,0,3
2008-2009,66,267,4995,Osage,96,5,24,0,55,1,4,0,1,6
2008-2009,62,15,5013,Oskaloosa,179,38,36,1,76,4,18,1,3,2
2008-2009,90,15,5049,Ottumwa,296,23,34,1,155,1,27,0,6,49
2008-2009,39,11,5121,Panorama,72,11,17,3,24,12,3,0,0,2
2008-2009,37,8,5139,Paton-Churdan,7,1,2,0,2,0,2,0,0,0
2008-2009,50,11,5160,PCM,70,13,9,2,33,0,0,0,2,11
2008-2009,54,15,5163,Pekin,55,4,5,0,36,3,4,0,1,2
2008-2009,63,11,5166,Pella,140,40,42,5,40,0,8,0,5,0
2008-2009,25,11,5184,Perry,134,18,34,5,43,0,30,1,3,0
2008-2009,82,9,5250,Pleasant Valley,273,52,105,5,80,2,17,0,8,4
2008-2009,63,11,5256,Pleasantville,53,8,11,0,20,4,0,0,3,7
2008-2009,76,8,5283,Pocahontas Area,76,11,20,0,29,3,1,0,1,11
2008-2009,13,8,5301,Pomeroy-Palmer,15,2,0,2,11,0,0,0,0,0
2008-2009,03,1,5310,Postville,40,1,10,0,15,1,5,2,3,3
2008-2009,94,8,5325,Prairie Valley,70,3,17,0,44,1,4,0,1,0
2008-2009,02,14,5328,Prescott,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2008-2009,49,9,5337,Preston,21,2,7,0,10,0,2,0,0,0
2008-2009,69,14,5463,Red Oak,74,5,21,0,33,2,10,0,3,0
2008-2009,75,12,5486,Remsen-Union,24,2,9,0,11,0,1,0,1,0
2008-2009,45,1,5508,Riceville,34,2,5,2,19,0,4,0,2,0
2008-2009,78,13,5510,Riverside,64,11,14,4,21,3,1,0,3,7
2008-2009,84,12,5607,Rock Valley,46,10,7,0,12,10,5,0,0,2
2008-2009,17,267,5616,Rockwell-Swaledale,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2008-2009,13,8,5625,Rockwell City-Lytton,36,3,4,0,21,3,1,0,1,3
2008-2009,85,11,5643,Roland-Story,81,24,18,0,30,6,1,0,2,0
2008-2009,34,267,5697,Rudd-Rockford-Marble Rk,46,5,13,1,22,0,4,0,1,0
